workout_type,distance,time,calories,total_steps,avg_speed,avg_cadence,max_cadence,avg_heart_rate,max_heart_rate,min_heart_rate,vo2_max(%),aerobic(%),anaerobic(%),intensive(%),light(%),calories_per_minute,calories_classes,heart_level,id
8,6.99,69,434,4550.0,14.67,145.5,188.78,93.5,105.0,82,7,26,7,44,40,6.2898550724637685,2,1,1433
0,3.37,60,151,3444.0,7.16,30.22,84.11,101.0,92.0,110,10,40,10,43,87,2.5166666666666666,1,1,1434
7,2.89,31,107,2790.0,29.91,148.72,168.23,145.0,188.0,102,5,0,80,60,15,3.4516129032258065,1,2,1435
1,3.14,44,380,4081.1191335740073,18.24,155.54,290.83,109.5,122.0,97,0,28,2,40,40,8.636363636363637,2,1,1436
6,3.15,27,27,4081.1191335740073,13.32,179.22,243.58,140.0,175.0,105,43,20,15,29,28,1.0,1,2,1437
5,5.99,108,292,6209.0,33.1,172.4,81.0,150.0,190.0,110,1,0,71,39,49,2.7037037037037037,2,2,1438
0,9.1,99,267,3444.0,17.83,146.0,191.17,90.0,92.0,88,32,40,10,43,33,2.696969696969697,1,1,1439
7,8.9,28,57,2790.0,1.64,59.24,261.76,141.5,188.0,95,39,0,80,54,58,2.0357142857142856,1,2,1440
4,1.52,61,218,4081.1191335740073,12.4,95.35,246.26,140.5,177.0,104,38,45,15,5,16,3.5737704918032787,1,2,1441
2,7.21,97,165,4081.1191335740073,23.58,105.8,232.4,95.0,90.0,100,7,32,0,19,81,1.7010309278350515,1,1,1442
7,8.63,99,379,2790.0,37.19,176.37,111.98,140.0,188.0,92,7,0,80,43,94,3.8282828282828283,2,2,1443
8,2.95,58,114,4550.0,14.75,107.1,174.73,107.0,105.0,109,1,26,7,43,28,1.9655172413793103,1,1,1444
10,7.47,97,330,1785.0,14.11,104.43,133.73,88.5,85.0,92,22,22,0,25,44,3.402061855670103,2,1,1445
0,5.2,28,169,3444.0,24.25,70.9,244.23,97.5,92.0,103,5,40,10,30,2,6.035714285714286,1,1,1446
0,1.58,45,379,3444.0,28.46,91.54,117.13,91.0,92.0,90,25,40,10,11,48,8.422222222222222,2,1,1447
8,9.7,61,197,4550.0,14.87,175.16,313.7,100.0,105.0,95,34,26,7,66,36,3.2295081967213113,1,1,1448
5,7.33,118,412,6209.0,11.28,38.62,263.26,135.5,190.0,81,26,0,71,24,87,3.4915254237288136,2,2,1449
4,5.69,106,259,4081.1191335740073,8.83,71.44,324.67,133.0,177.0,89,14,45,15,40,4,2.443396226415094,1,2,1450
6,1.38,53,270,4081.1191335740073,33.8,141.34,55.95,136.5,175.0,98,25,20,15,21,37,5.09433962264151,1,2,1451
7,1.91,119,17,2790.0,17.23,159.89,96.26,139.0,188.0,90,43,0,80,17,72,0.14285714285714285,1,2,1452
7,3.41,49,306,2790.0,7.52,115.75,329.2,148.5,188.0,109,28,0,80,64,26,6.244897959183674,2,2,1453
4,4.8,52,486,4081.1191335740073,31.43,13.37,346.4,130.5,177.0,84,1,45,15,40,53,9.346153846153847,2,2,1454
9,1.78,68,420,5028.0,38.9,190.64,320.29,116.0,124.0,108,12,50,0,8,52,6.176470588235294,2,2,1455
7,1.2,99,354,2790.0,1.79,185.2,146.64,145.0,188.0,102,45,0,80,36,98,3.5757575757575757,2,2,1456
2,8.59,30,397,4081.1191335740073,19.97,145.78,270.49,97.5,90.0,105,10,32,0,22,83,13.233333333333333,2,1,1457
9,4.1,59,328,5028.0,17.34,79.33,325.3,108.0,124.0,92,22,50,0,18,23,5.559322033898305,2,1,1458
1,5.39,63,20,4081.1191335740073,20.3,49.21,158.6,102.5,122.0,83,27,28,2,45,9,0.31746031746031744,1,1,1459
9,6.44,39,19,5028.0,1.73,162.19,131.16,106.5,124.0,89,19,50,0,56,59,0.48717948717948717,1,1,1460
3,9.4,99,396,4081.1191335740073,11.7,89.22,58.83,138.0,166.0,110,21,0,5,64,57,4.0,2,2,1461
6,9.57,80,242,4081.1191335740073,5.19,127.36,219.71,137.0,175.0,99,27,20,15,48,40,3.025,1,2,1462
4,7.9,103,317,4081.1191335740073,36.42,167.15,295.3,132.0,177.0,87,17,45,15,41,92,3.0776699029126213,2,2,1463
4,6.71,49,431,4081.1191335740073,7.76,53.65,125.53,140.5,177.0,104,31,45,15,29,11,8.795918367346939,2,2,1464
6,9.52,77,409,4081.1191335740073,27.54,182.42,317.5,130.0,175.0,85,2,20,15,43,44,5.311688311688312,2,2,1465
8,8.46,33,35,4550.0,12.46,161.65,277.18,92.5,105.0,80,38,26,7,13,18,1.0606060606060606,1,1,1466
9,1.17,45,63,5028.0,17.13,34.68,151.26,107.0,124.0,90,31,50,0,15,21,1.4,1,1,1467
1,6.12,53,139,4081.1191335740073,1.71,136.44,128.4,107.0,122.0,92,33,28,2,17,32,2.6226415094339623,1,1,1468
0,5.7,90,369,3444.0,26.11,113.51,131.57,99.0,92.0,106,6,40,10,14,98,4.1,2,1,1469
10,3.87,101,491,1785.0,23.95,109.55,92.11,92.0,85.0,99,36,22,0,36,31,4.861386138613861,2,1,1470
6,3.28,85,378,4081.1191335740073,17.22,72.85,140.11,130.5,175.0,86,38,20,15,50,90,4.447058823529412,2,2,1471
9,8.26,38,433,5028.0,32.64,164.5,54.5,113.0,124.0,102,6,50,0,60,27,11.394736842105264,2,2,1472
4,6.57,23,430,4081.1191335740073,3.83,78.57,236.33,143.5,177.0,110,32,45,15,51,25,18.695652173913043,2,2,1473
10,4.47,31,467,1785.0,10.21,188.62,226.7,82.5,85.0,80,0,22,0,32,6,15.064516129032258,2,1,1474
4,8.9,82,238,4081.1191335740073,28.0,92.15,208.39,133.5,177.0,90,25,45,15,61,47,2.902439024390244,1,2,1475
9,2.55,28,501,5028.0,33.26,38.29,85.51,113.0,124.0,102,30,50,0,46,64,17.892857142857142,2,2,1476
4,2.4,93,53,4081.1191335740073,17.44,94.88,215.18,143.5,177.0,110,31,45,15,23,42,0.5698924731182796,1,2,1477
6,1.38,61,502,4081.1191335740073,21.25,98.68,251.91,135.5,175.0,96,13,20,15,36,28,8.229508196721312,2,2,1478
5,5.13,120,175,6209.0,38.66,125.2,128.19,146.5,190.0,103,6,0,71,61,74,1.4583333333333333,1,2,1479
7,5.1,75,135,2790.0,9.63,82.94,283.12,146.0,188.0,104,1,0,80,56,11,1.8,1,2,1480
1,9.7,92,11,4081.1191335740073,7.33,58.49,347.81,105.5,122.0,89,35,28,2,35,52,0.11956521739130435,1,1,1481
10,5.9,74,320,1785.0,6.59,44.54,185.45,85.5,85.0,86,24,22,0,9,26,4.324324324324325,2,1,1482
3,4.66,24,426,4081.1191335740073,35.47,52.4,274.42,127.5,166.0,89,31,0,5,58,29,17.75,2,2,1483
2,8.13,100,306,4081.1191335740073,14.0,75.8,133.41,96.0,90.0,102,43,32,0,21,11,3.06,2,1,1484
9,4.23,84,210,5028.0,3.23,93.73,135.2,105.5,124.0,87,20,50,0,27,55,2.5,1,1,1485
9,6.41,74,391,5028.0,17.41,77.63,217.53,116.5,124.0,109,30,50,0,52,77,5.283783783783784,2,2,1486
2,2.91,27,258,4081.1191335740073,32.6,85.45,203.94,95.5,90.0,101,33,32,0,43,71,9.555555555555555,1,1,1487
3,8.44,36,176,4081.1191335740073,16.94,196.24,285.34,138.5,166.0,111,42,0,5,29,19,4.888888888888889,1,2,1488
8,8.16,38,256,4550.0,31.6,14.81,329.48,96.0,105.0,87,32,26,7,16,14,6.7368421052631575,1,1,1489
0,4.25,90,136,3444.0,13.68,46.89,66.15,94.5,92.0,97,14,40,10,57,24,1.511111111111111,1,1,1490
10,8.66,45,188,1785.0,15.93,172.48,301.45,83.5,85.0,82,29,22,0,34,27,4.177777777777778,1,1,1491
8,2.53,63,380,4550.0,19.7,133.71,89.48,99.5,105.0,94,38,26,7,61,43,6.031746031746032,2,1,1492
7,2.4,115,205,2790.0,14.7,74.12,310.48,147.5,188.0,107,19,0,80,66,26,1.7826086956521738,1,2,1493
8,3.77,49,247,4550.0,11.75,134.56,120.89,95.5,105.0,86,39,26,7,33,17,5.040816326530612,1,1,1494
9,6.11,30,11,5028.0,4.76,45.1,171.1,106.0,124.0,88,6,50,0,53,89,0.36666666666666664,1,1,1495
10,9.92,94,10,1785.0,12.24,149.98,91.4,96.5,85.0,108,42,22,0,66,56,0.10638297872340426,1,1,1496
5,5.1,42,479,6209.0,20.3,86.11,177.75,137.5,190.0,85,23,0,71,60,27,11.404761904761905,2,2,1497
5,7.84,32,84,6209.0,34.5,157.45,315.48,148.0,190.0,106,18,0,71,29,73,2.625,1,2,1498
6,9.68,111,352,4081.1191335740073,6.48,117.76,110.58,142.0,175.0,109,11,20,15,34,8,3.171171171171171,2,2,1499
5,7.38,26,422,6209.0,8.43,151.57,130.7,141.0,190.0,92,35,0,71,11,86,16.23076923076923,2,2,1500
5,2.96,108,388,6209.0,5.19,167.31,348.8,144.0,190.0,98,2,0,71,37,48,3.5925925925925926,2,2,1501
10,9.47,113,190,1785.0,13.9,135.59,109.93,95.0,85.0,105,8,22,0,17,47,1.6814159292035398,1,1,1502
10,7.0,77,309,1785.0,25.27,49.62,321.5,91.0,85.0,97,25,22,0,10,58,4.012987012987013,2,1,1503
2,4.41,76,194,4081.1191335740073,32.69,118.38,197.53,91.0,90.0,92,27,32,0,60,52,2.5526315789473686,1,1,1504
1,4.25,106,311,4081.1191335740073,16.2,129.86,341.22,111.5,122.0,101,29,28,2,67,26,2.9339622641509435,2,2,1505
6,1.56,95,26,4081.1191335740073,15.35,17.48,219.11,141.0,175.0,107,11,20,15,36,86,0.2736842105263158,1,2,1506
8,4.36,55,256,4550.0,37.8,157.7,192.4,98.0,105.0,91,43,26,7,8,55,4.654545454545454,1,1,1507
9,7.75,118,106,5028.0,9.9,92.51,122.56,106.0,124.0,88,44,50,0,11,90,0.8983050847457628,1,1,1508
1,3.28,57,399,4081.1191335740073,10.46,140.52,177.59,110.5,122.0,99,32,28,2,30,95,7.0,2,2,1509
10,2.85,39,200,1785.0,21.0,116.97,234.55,83.0,85.0,81,11,22,0,5,75,5.128205128205129,1,1,1510
9,9.11,93,490,5028.0,6.9,159.67,290.52,112.5,124.0,101,5,50,0,25,97,5.268817204301075,2,2,1511
0,1.16,97,210,3444.0,38.63,51.48,148.32,98.0,92.0,104,20,40,10,56,45,2.1649484536082473,1,1,1512
1,1.98,92,151,4081.1191335740073,10.3,69.24,187.75,106.5,122.0,91,18,28,2,36,86,1.641304347826087,1,1,1513
5,3.46,111,209,6209.0,9.63,16.2,274.98,142.0,190.0,94,23,0,71,25,90,1.882882882882883,1,2,1514
3,7.1,41,390,4081.1191335740073,19.21,114.59,308.24,128.0,166.0,90,3,0,5,61,99,9.512195121951219,2,2,1515
3,3.6,25,27,4081.1191335740073,12.79,29.4,226.0,138.5,166.0,111,14,0,5,49,59,1.08,1,2,1516
2,4.17,71,465,4081.1191335740073,19.47,167.82,64.35,100.0,90.0,110,8,32,0,47,86,6.549295774647887,2,1,1517
5,2.45,42,110,6209.0,9.3,159.51,254.44,150.0,190.0,110,35,0,71,18,41,2.619047619047619,1,2,1518
0,1.24,50,323,3444.0,1.14,178.14,222.28,90.5,92.0,89,38,40,10,31,77,6.46,2,1,1519
1,6.3,64,439,4081.1191335740073,22.7,186.43,270.13,111.0,122.0,100,43,28,2,23,19,6.859375,2,2,1520
7,5.99,101,327,2790.0,19.13,14.81,311.11,134.5,188.0,81,25,0,80,45,33,3.237623762376238,2,2,1521
3,4.85,96,207,4081.1191335740073,33.63,25.74,324.72,126.5,166.0,87,33,0,5,39,26,2.15625,1,2,1522
9,5.88,62,281,5028.0,5.98,99.94,86.71,104.0,124.0,84,13,50,0,16,15,4.532258064516129,1,1,1523
10,7.3,29,498,1785.0,17.77,155.0,95.97,96.5,85.0,108,33,22,0,29,37,17.17241379310345,2,1,1524
0,9.61,37,108,3444.0,11.23,198.57,73.4,90.0,92.0,88,35,40,10,46,92,2.918918918918919,1,1,1525
1,2.78,108,326,4081.1191335740073,22.18,35.1,337.15,115.0,122.0,108,26,28,2,22,23,3.0185185185185186,2,2,1526
7,3.6,70,436,2790.0,6.6,64.3,199.48,145.0,188.0,102,14,0,80,32,22,6.228571428571429,2,2,1527
6,9.47,70,218,4081.1191335740073,38.27,67.78,225.67,127.5,175.0,80,27,20,15,11,63,3.1142857142857143,1,2,1528
3,3.76,55,410,4081.1191335740073,38.71,133.74,340.6,136.5,166.0,107,26,0,5,10,30,7.454545454545454,2,2,1529
5,8.93,119,375,6209.0,11.57,152.69,211.0,144.0,190.0,98,9,0,71,19,53,3.1512605042016806,2,2,1530
9,2.78,103,393,5028.0,36.84,112.4,170.68,109.0,124.0,94,30,50,0,24,88,3.8155339805825244,2,1,1531
1,5.29,47,70,4081.1191335740073,6.1,72.99,165.4,115.5,122.0,109,38,28,2,8,67,1.4893617021276595,1,2,1532
6,4.21,114,189,4081.1191335740073,17.12,127.73,304.17,129.5,175.0,84,20,20,15,53,15,1.6578947368421053,1,2,1533
8,4.18,39,18,4550.0,21.86,182.17,320.77,98.5,105.0,92,0,26,7,36,80,0.46153846153846156,1,1,1534
5,5.79,103,314,6209.0,15.95,38.0,159.69,140.5,190.0,91,4,0,71,31,2,3.0485436893203883,2,2,1535
8,9.22,100,217,4550.0,11.35,182.81,328.9,97.0,105.0,89,16,26,7,12,68,2.17,1,1,1536
4,8.75,99,454,4081.1191335740073,23.3,29.38,184.73,131.0,177.0,85,32,45,15,10,9,4.585858585858586,2,2,1537
1,2.92,91,37,4081.1191335740073,15.2,194.72,54.22,101.0,122.0,80,42,28,2,59,77,0.4065934065934066,1,1,1538
9,4.11,29,207,5028.0,16.69,196.96,137.68,112.5,124.0,101,5,50,0,42,15,7.137931034482759,1,2,1539
0,9.13,71,160,3444.0,1.7,57.36,216.31,92.5,92.0,93,10,40,10,48,40,2.2535211267605635,1,1,1540
7,6.55,72,261,2790.0,7.87,125.85,304.64,147.0,188.0,106,29,0,80,61,93,3.625,1,2,1541
10,2.61,69,425,1785.0,12.2,63.74,144.83,93.5,85.0,102,37,22,0,11,47,6.159420289855072,2,1,1542
8,7.5,76,62,4550.0,14.35,47.13,191.57,99.5,105.0,94,36,26,7,9,4,0.8157894736842105,1,1,1543
9,2.7,85,45,5028.0,9.28,90.25,78.1,106.5,124.0,89,5,50,0,40,18,0.5294117647058824,1,1,1544
7,3.15,36,57,2790.0,31.35,25.91,175.65,138.0,188.0,88,40,0,80,9,24,1.5833333333333333,1,2,1545
3,5.1,38,312,4081.1191335740073,25.46,51.53,244.59,137.5,166.0,109,20,0,5,25,14,8.210526315789474,2,2,1546
0,5.42,118,170,3444.0,33.19,182.77,75.39,88.5,92.0,85,32,40,10,20,79,1.4406779661016949,1,1,1547
5,5.12,91,355,6209.0,7.16,66.2,286.88,144.5,190.0,99,22,0,71,56,21,3.901098901098901,2,2,1548
6,2.34,25,430,4081.1191335740073,19.8,183.4,262.12,143.0,175.0,111,27,20,15,9,42,17.2,2,2,1549
5,2.74,111,528,6209.0,37.1,106.8,216.42,149.0,190.0,108,15,0,71,48,20,4.756756756756757,2,2,1550
3,4.36,119,291,4081.1191335740073,12.37,12.62,212.91,136.5,166.0,107,25,0,5,23,100,2.4453781512605044,2,2,1551
1,8.59,113,45,4081.1191335740073,23.51,118.56,80.35,109.5,122.0,97,30,28,2,38,48,0.39823008849557523,1,1,1552
6,7.61,59,138,4081.1191335740073,29.22,182.67,55.7,129.5,175.0,84,41,20,15,31,75,2.3389830508474576,1,2,1553
10,1.14,104,526,1785.0,10.89,95.48,222.95,84.5,85.0,84,16,22,0,34,99,5.0576923076923075,2,1,1554
1,6.74,82,495,4081.1191335740073,4.33,97.17,208.33,105.5,122.0,89,33,28,2,42,42,6.036585365853658,2,1,1555
3,9.71,44,64,4081.1191335740073,5.57,172.18,161.45,133.0,166.0,100,31,0,5,35,69,1.4545454545454546,1,2,1556
0,7.59,23,148,3444.0,8.57,41.59,148.86,87.5,92.0,83,10,40,10,64,22,6.434782608695652,1,1,1557
7,6.37,32,419,2790.0,28.88,98.84,60.39,137.0,188.0,86,9,0,80,67,59,13.09375,2,2,1558
0,7.76,120,480,3444.0,33.3,95.9,115.11,91.0,92.0,90,32,40,10,7,22,4.0,2,1,1559
4,1.99,21,461,4081.1191335740073,2.6,36.4,156.85,142.5,177.0,108,27,45,15,56,79,21.952380952380953,2,2,1560
8,3.39,117,282,4550.0,27.22,42.58,240.13,95.5,105.0,86,41,26,7,24,98,2.41025641025641,1,1,1561
10,1.84,74,275,1785.0,15.13,158.17,333.23,85.5,85.0,86,24,22,0,25,45,3.7162162162162162,1,1,1562
1,2.27,75,17,4081.1191335740073,9.97,169.65,306.22,115.5,122.0,109,41,28,2,20,18,0.22666666666666666,1,2,1563
2,4.81,87,512,4081.1191335740073,17.93,111.3,185.14,85.0,90.0,80,45,32,0,65,26,5.885057471264368,2,1,1564
2,7.85,80,229,4081.1191335740073,33.53,50.78,182.54,85.5,90.0,81,19,32,0,60,17,2.8625,1,1,1565
10,5.65,112,78,1785.0,18.8,113.67,219.78,86.5,85.0,88,36,22,0,48,55,0.6964285714285714,1,1,1566
2,8.77,118,112,4081.1191335740073,35.78,125.4,201.99,86.0,90.0,82,15,32,0,29,51,0.9491525423728814,1,1,1567
10,3.61,91,28,1785.0,34.63,166.82,116.5,95.5,85.0,106,8,22,0,35,15,0.3076923076923077,1,1,1568
1,4.51,70,202,4081.1191335740073,23.58,134.79,180.28,102.0,122.0,82,20,28,2,42,38,2.8857142857142857,1,1,1569
3,5.32,75,395,4081.1191335740073,9.2,111.15,349.39,125.0,166.0,84,16,0,5,57,11,5.266666666666667,2,2,1570
8,4.42,22,22,4550.0,32.14,141.3,189.1,103.0,105.0,101,35,26,7,55,83,1.0,1,1,1571
4,5.19,95,386,4081.1191335740073,18.59,44.9,263.95,140.5,177.0,104,19,45,15,6,73,4.063157894736842,2,2,1572
0,3.48,49,123,3444.0,25.39,133.55,286.4,99.5,92.0,107,41,40,10,32,88,2.510204081632653,1,1,1573
1,3.14,111,402,4081.1191335740073,22.41,31.93,262.9,106.5,122.0,91,2,28,2,42,23,3.6216216216216215,2,1,1574
7,6.82,66,372,2790.0,7.59,57.19,70.74,137.0,188.0,86,21,0,80,58,30,5.636363636363637,2,2,1575
0,2.33,57,408,3444.0,4.99,39.28,64.12,95.5,92.0,99,34,40,10,13,60,7.157894736842105,2,1,1576
1,4.5,102,104,4081.1191335740073,5.45,28.9,252.54,105.5,122.0,89,42,28,2,11,82,1.0196078431372548,1,1,1577
0,4.4,75,467,3444.0,6.82,87.82,280.3,91.0,92.0,90,7,40,10,30,32,6.226666666666667,2,1,1578
4,8.17,103,79,4081.1191335740073,7.53,103.36,277.19,129.5,177.0,82,11,45,15,7,4,0.7669902912621359,1,2,1579
4,8.62,49,386,4081.1191335740073,16.52,157.84,58.24,140.0,177.0,103,0,45,15,63,74,7.877551020408164,2,2,1580
10,8.45,111,318,1785.0,17.32,181.35,337.83,97.5,85.0,110,29,22,0,16,51,2.864864864864865,2,1,1581
2,2.96,42,335,4081.1191335740073,28.83,130.54,83.0,96.0,90.0,102,28,32,0,61,90,7.976190476190476,2,1,1582
6,9.26,62,257,4081.1191335740073,7.0,14.7,177.94,129.5,175.0,84,43,20,15,57,46,4.145161290322581,1,2,1583
1,8.47,67,99,4081.1191335740073,1.1,183.58,73.65,104.0,122.0,86,45,28,2,11,82,1.4776119402985075,1,1,1584
5,5.13,66,59,6209.0,34.65,73.63,186.55,143.5,190.0,97,45,0,71,26,25,0.8939393939393939,1,2,1585
1,1.14,74,79,4081.1191335740073,36.72,114.53,190.24,110.5,122.0,99,27,28,2,64,99,1.0675675675675675,1,2,1586
0,8.8,39,375,3444.0,29.43,45.16,150.78,101.5,92.0,111,23,40,10,54,28,9.615384615384615,2,1,1587
0,7.66,111,256,3444.0,37.67,141.14,74.82,89.5,92.0,87,2,40,10,13,4,2.3063063063063063,1,1,1588
6,8.28,70,37,4081.1191335740073,2.25,61.7,61.33,140.0,175.0,105,38,20,15,42,60,0.5285714285714286,1,2,1589
1,1.23,29,375,4081.1191335740073,23.63,25.68,123.83,115.5,122.0,109,8,28,2,43,86,12.931034482758621,2,2,1590
3,5.51,102,17,4081.1191335740073,7.42,144.84,109.21,123.5,166.0,81,34,0,5,54,65,0.16666666666666666,1,2,1591
1,1.86,92,471,4081.1191335740073,25.39,108.28,54.34,107.0,122.0,92,39,28,2,44,87,5.119565217391305,2,1,1592
8,4.37,20,164,4550.0,3.95,151.53,167.77,99.5,105.0,94,10,26,7,63,61,8.2,1,1,1593
9,7.44,26,17,5028.0,11.15,87.77,293.12,104.0,124.0,84,21,50,0,26,37,0.6538461538461539,1,1,1594
6,8.22,59,159,4081.1191335740073,35.14,178.16,233.75,130.0,175.0,85,24,20,15,12,77,2.694915254237288,1,2,1595
10,8.56,88,274,1785.0,27.1,148.54,160.81,86.5,85.0,88,22,22,0,31,20,3.1136363636363638,1,1,1596
6,2.82,50,503,4081.1191335740073,16.63,171.82,345.65,143.0,175.0,111,26,20,15,30,46,10.06,2,2,1597
6,2.28,90,429,4081.1191335740073,5.94,136.4,158.54,141.0,175.0,107,1,20,15,16,72,4.766666666666667,2,2,1598
0,6.99,105,259,3444.0,21.71,169.4,264.54,101.0,92.0,110,44,40,10,24,95,2.466666666666667,1,1,1599
10,7.78,25,303,1785.0,16.83,157.6,314.15,96.5,85.0,108,3,22,0,60,18,12.12,2,1,1600
8,9.59,54,331,4550.0,30.65,31.63,241.48,108.0,105.0,111,18,26,7,52,43,6.12962962962963,2,1,1601
8,2.44,46,271,4550.0,26.38,92.32,303.1,101.5,105.0,98,3,26,7,5,73,5.891304347826087,1,1,1602
8,2.21,47,474,4550.0,11.29,158.32,56.47,99.5,105.0,94,7,26,7,28,56,10.085106382978724,2,1,1603
1,1.76,30,532,4081.1191335740073,28.66,45.69,339.57,101.0,122.0,80,34,28,2,55,80,17.733333333333334,2,1,1604
1,1.74,59,459,4081.1191335740073,32.69,65.78,84.55,107.0,122.0,92,3,28,2,22,88,7.779661016949152,2,1,1605
10,7.81,29,14,1785.0,18.61,122.5,285.2,83.0,85.0,81,11,22,0,48,26,0.4827586206896552,1,1,1606
7,4.9,90,291,2790.0,27.76,64.18,146.18,138.0,188.0,88,30,0,80,30,58,3.2333333333333334,2,2,1607
5,6.2,79,288,6209.0,22.96,71.4,170.94,135.5,190.0,81,7,0,71,6,8,3.6455696202531644,1,2,1608
3,6.68,106,319,4081.1191335740073,34.34,170.21,135.67,123.5,166.0,81,21,0,5,15,67,3.009433962264151,2,2,1609
1,7.92,97,44,4081.1191335740073,37.41,76.0,60.77,110.5,122.0,99,11,28,2,61,44,0.4536082474226804,1,2,1610
2,8.4,38,76,4081.1191335740073,20.14,21.53,311.99,85.5,90.0,81,19,32,0,66,99,2.0,1,1,1611
9,1.32,41,121,5028.0,38.18,183.8,142.16,117.0,124.0,110,34,50,0,12,49,2.951219512195122,1,2,1612
2,3.93,91,181,4081.1191335740073,8.0,194.9,206.73,86.0,90.0,82,17,32,0,55,58,1.989010989010989,1,1,1613
8,1.3,46,374,4550.0,30.64,57.1,263.19,103.0,105.0,101,22,26,7,28,10,8.130434782608695,2,1,1614
9,6.61,102,127,5028.0,8.76,190.11,261.16,110.5,124.0,97,22,50,0,47,43,1.2450980392156863,1,2,1615
2,6.6,104,433,4081.1191335740073,33.27,102.57,201.48,88.0,90.0,86,38,32,0,49,25,4.163461538461538,2,1,1616
6,1.9,89,484,4081.1191335740073,15.89,28.51,227.5,138.0,175.0,101,25,20,15,22,37,5.438202247191011,2,2,1617
2,1.87,67,504,4081.1191335740073,12.39,158.43,96.71,86.0,90.0,82,16,32,0,56,5,7.522388059701493,2,1,1618
2,6.79,85,489,4081.1191335740073,2.84,66.9,329.55,85.5,90.0,81,15,32,0,23,62,5.752941176470588,2,1,1619
1,9.42,20,328,4081.1191335740073,5.48,192.83,144.0,113.0,122.0,104,19,28,2,60,85,16.4,2,2,1620
6,3.89,35,535,4081.1191335740073,7.51,19.24,345.4,134.0,175.0,93,3,20,15,24,90,15.285714285714286,2,2,1621
6,5.12,62,330,4081.1191335740073,20.9,165.75,71.13,128.0,175.0,81,3,20,15,61,83,5.32258064516129,2,2,1622
7,2.48,65,481,2790.0,4.79,144.56,72.48,148.0,188.0,108,13,0,80,58,48,7.4,2,2,1623
10,3.83,51,244,1785.0,17.64,16.71,326.27,90.0,85.0,95,22,22,0,65,24,4.784313725490196,1,1,1624
2,7.25,110,347,4081.1191335740073,6.42,158.95,290.15,90.5,90.0,91,9,32,0,40,43,3.1545454545454548,2,1,1625
4,9.86,72,262,4081.1191335740073,34.8,147.74,52.7,143.0,177.0,109,5,45,15,8,43,3.638888888888889,1,2,1626
7,7.19,39,327,2790.0,11.56,102.88,304.55,149.0,188.0,110,12,0,80,37,68,8.384615384615385,2,2,1627
5,8.21,84,155,6209.0,5.99,84.52,72.93,147.0,190.0,104,10,0,71,41,98,1.8452380952380953,1,2,1628
8,9.5,43,141,4550.0,30.45,57.1,271.59,99.0,105.0,93,22,26,7,24,80,3.2790697674418605,1,1,1629
6,6.85,116,280,4081.1191335740073,4.5,123.57,195.9,137.0,175.0,99,34,20,15,25,19,2.413793103448276,1,2,1630
1,2.76,119,353,4081.1191335740073,7.48,199.13,249.62,108.5,122.0,95,1,28,2,8,54,2.966386554621849,2,1,1631
8,2.89,69,212,4550.0,13.42,87.25,332.98,105.0,105.0,105,41,26,7,48,28,3.072463768115942,1,1,1632
3,1.93,115,494,4081.1191335740073,28.85,193.15,116.9,125.0,166.0,84,32,0,5,44,13,4.2956521739130435,2,2,1633
4,8.77,55,293,4081.1191335740073,4.43,188.89,209.89,136.0,177.0,95,7,45,15,62,8,5.327272727272727,2,2,1634
6,1.92,111,407,4081.1191335740073,17.76,72.5,62.76,136.5,175.0,98,34,20,15,40,88,3.6666666666666665,2,2,1635
0,2.86,42,181,3444.0,8.7,19.78,187.74,88.5,92.0,85,26,40,10,41,78,4.309523809523809,1,1,1636
2,9.99,40,479,4081.1191335740073,36.41,62.2,182.13,88.5,90.0,87,3,32,0,17,9,11.975,2,1,1637
7,6.4,73,267,2790.0,27.78,15.11,290.66,145.5,188.0,103,12,0,80,12,25,3.6575342465753424,1,2,1638
8,7.11,58,334,4550.0,6.76,125.8,96.82,94.5,105.0,84,11,26,7,58,99,5.758620689655173,2,1,1639
0,1.1,45,374,3444.0,15.8,55.13,171.37,88.0,92.0,84,22,40,10,6,96,8.311111111111112,2,1,1640
1,7.9,22,378,4081.1191335740073,16.87,36.74,289.31,110.0,122.0,98,45,28,2,20,14,17.181818181818183,2,1,1641
7,6.34,105,81,2790.0,16.96,10.53,65.82,137.5,188.0,87,2,0,80,14,88,0.7714285714285715,1,2,1642
10,6.65,113,444,1785.0,38.24,55.16,338.58,97.5,85.0,110,39,22,0,64,5,3.9292035398230087,2,1,1643
3,1.42,20,401,4081.1191335740073,32.82,54.99,320.84,131.5,166.0,97,19,0,5,22,3,20.05,2,2,1644
1,7.23,51,547,4081.1191335740073,21.96,150.35,84.37,112.5,122.0,103,27,28,2,58,13,10.72549019607843,2,2,1645
8,5.79,65,527,4550.0,37.18,58.76,141.19,101.0,105.0,97,1,26,7,17,55,8.107692307692307,2,1,1646
8,5.26,117,503,4550.0,37.6,113.82,193.53,108.0,105.0,111,24,26,7,7,60,4.299145299145299,2,1,1647
3,2.73,43,360,4081.1191335740073,26.76,161.3,349.76,123.0,166.0,80,28,0,5,50,30,8.372093023255815,2,2,1648
5,6.85,71,298,6209.0,7.5,91.73,320.11,146.0,190.0,102,10,0,71,45,72,4.197183098591549,2,2,1649
9,8.83,48,280,5028.0,18.85,171.58,109.41,111.5,124.0,99,30,50,0,47,37,5.833333333333333,1,2,1650
